building_id,building_type,zone,year,month,total_kwh,total_carbon_tonnes,total_cost_usd,total_ll97_penalty_usd,violation_rate_pct,solar_pct,yoy_kwh_change_pct
17,MIXED-USE,QUEENS,2022,9,502.08000000000004,0.12,87.49,0.0,0.0,9.56,
17,MIXED-USE,QUEENS,2022,10,520.57,0.12,81.26,0.0,0.0,11.35,
17,MIXED-USE,QUEENS,2022,11,636.4,0.15,108.69000000000001,0.0,0.0,8.57,
17,MIXED-USE,QUEENS,2022,12,484.65,0.11,80.59,0.0,0.0,10.82,
17,MIXED-USE,QUEENS,2023,1,448.77,0.1,76.44,0.0,0.0,14.08,2.56
17,MIXED-USE,QUEENS,2023,2,395.35,0.09,65.46000000000001,0.0,0.0,9.81,-12.48
17,MIXED-USE,QUEENS,2023,3,653.35,0.15,105.41,0.0,0.0,10.54,7.69
17,MIXED-USE,QUEENS,2023,4,372.81999999999994,0.09,63.49999999999999,0.0,0.0,11.6,-11.83
17,MIXED-USE,QUEENS,2023,5,338.68000000000006,0.08,56.519999999999996,0.0,0.0,10.16,-1.99
17,MIXED-USE,QUEENS,2023,6,952.3999999999999,0.22,164.32000000000002,0.0,0.0,8.26,165.84
17,MIXED-USE,QUEENS,2023,7,550.27,0.13,89.17999999999999,0.0,0.0,11.17,6.18
17,MIXED-USE,QUEENS,2023,8,738.36,0.17,124.96000000000001,0.0,0.0,9.28,82.01
17,MIXED-USE,QUEENS,2023,9,416.81,0.1,66.6,0.0,0.0,11.69,-16.98
17,MIXED-USE,QUEENS,2023,10,327.11,0.08,58.12,0.0,0.0,8.53,-37.16
17,MIXED-USE,QUEENS,2023,11,357.90999999999997,0.08,66.0,0.0,0.0,10.3,-43.76
17,MIXED-USE,QUEENS,2023,12,518.74,0.12,81.23,0.0,0.0,7.97,7.03
17,MIXED-USE,QUEENS,2024,1,432.01,0.1,73.12,0.0,0.0,10.55,-3.73
17,MIXED-USE,QUEENS,2024,2,483.16,0.11,75.57000000000001,0.0,0.0,10.82,22.21
17,MIXED-USE,QUEENS,2024,3,261.08000000000004,0.06,45.07,0.0,0.0,9.07,-60.04
17,MIXED-USE,QUEENS,2024,4,341.08000000000004,0.08,51.62999999999999,0.0,0.0,10.53,-8.51
17,MIXED-USE,QUEENS,2024,5,361.90999999999997,0.08,60.46,0.0,0.0,10.23,6.86
17,MIXED-USE,QUEENS,2024,6,461.40999999999997,0.11,80.58999999999999,0.0,0.0,9.59,-51.55
17,MIXED-USE,QUEENS,2024,7,529.95,0.12,82.89999999999999,0.0,0.0,8.65,-3.69
17,MIXED-USE,QUEENS,2024,8,506.04999999999995,0.12,92.27000000000001,0.0,0.0,10.12,-31.46
17,MIXED-USE,QUEENS,2024,9,308.25,0.07,53.919999999999995,0.0,0.0,10.31,-26.05
17,MIXED-USE,QUEENS,2024,10,354.64000000000004,0.08,59.13999999999999,0.0,0.0,8.27,8.42
17,MIXED-USE,QUEENS,2024,11,541.83,0.13,94.19999999999999,0.0,0.0,13.51,51.39
17,MIXED-USE,QUEENS,2024,12,442.3999999999999,0.1,74.50999999999999,0.0,0.0,10.52,-14.72
18,GOVERNMENT,QUEENS,2022,1,728.18,0.17,117.83999999999999,0.0,0.0,0.0,
18,GOVERNMENT,QUEENS,2022,2,528.1099999999999,0.12,95.03999999999999,0.0,0.0,0.0,
18,GOVERNMENT,QUEENS,2022,3,924.28,0.22,155.92,0.0,0.0,0.0,
18,GOVERNMENT,QUEENS,2022,4,612.95,0.14,104.78,0.0,0.0,0.0,
18,GOVERNMENT,QUEENS,2022,5,491.0499999999999,0.11,89.03,0.0,0.0,0.0,
18,GOVERNMENT,QUEENS,2022,6,552.68,0.13,101.93,0.0,0.0,0.0,
18,GOVERNMENT,QUEENS,2022,7,681.31,0.16,119.01,0.0,0.0,0.0,
18,GOVERNMENT,QUEENS,2022,8,842.2099999999999,0.2,155.85,0.0,0.0,0.0,
18,GOVERNMENT,QUEENS,2022,9,629.31,0.15,110.95,0.0,0.0,0.0,
18,GOVERNMENT,QUEENS,2022,10,753.8600000000001,0.18,121.88000000000001,0.0,0.0,0.0,
18,GOVERNMENT,QUEENS,2022,11,909.7200000000001,0.21,158.77000000000004,0.0,0.0,0.0,
18,GOVERNMENT,QUEENS,2022,12,863.5300000000002,0.2,138.17,0.0,0.0,0.0,
18,GOVERNMENT,QUEENS,2023,1,582.8100000000001,0.14,92.16,0.0,0.0,0.0,-19.96
18,GOVERNMENT,QUEENS,2023,2,525.43,0.12,92.86,0.0,0.0,0.0,-0.51
18,GOVERNMENT,QUEENS,2023,3,880.5100000000002,0.21,157.06,0.0,0.0,0.0,-4.74
18,GOVERNMENT,QUEENS,2023,4,514.04,0.12,83.68,0.0,0.0,0.0,-16.14
18,GOVERNMENT,QUEENS,2023,5,631.29,0.15,108.61,0.0,0.0,0.0,28.56
18,GOVERNMENT,QUEENS,2023,6,1321.8,0.31,214.52,0.0,0.0,0.0,139.16
18,GOVERNMENT,QUEENS,2023,7,683.3299999999999,0.16,113.66999999999999,0.0,0.0,0.0,0.3
18,GOVERNMENT,QUEENS,2023,8,1181.38,0.28,208.24999999999994,0.0,0.0,0.0,40.27
18,GOVERNMENT,QUEENS,2023,9,601.0100000000001,0.14,109.35000000000001,0.0,0.0,0.0,-4.5
18,GOVERNMENT,QUEENS,2023,10,534.62,0.12,88.13999999999999,0.0,0.0,0.0,-29.08
18,GOVERNMENT,QUEENS,2023,11,648.8000000000001,0.15,112.67,0.0,0.0,0.0,-28.68
18,GOVERNMENT,QUEENS,2023,12,883.5899999999999,0.21,139.15,0.0,0.0,0.0,2.32
18,GOVERNMENT,QUEENS,2024,1,709.65,0.17,116.25999999999999,0.0,0.0,0.0,21.76
18,GOVERNMENT,QUEENS,2024,2,783.61,0.18,125.82999999999998,0.0,0.0,0.0,49.14
18,GOVERNMENT,QUEENS,2024,3,506.37,0.12,89.53000000000002,0.0,0.0,0.0,-42.49
18,GOVERNMENT,QUEENS,2024,4,470.12,0.11,82.32,0.0,0.0,0.0,-8.54
18,GOVERNMENT,QUEENS,2024,5,678.56,0.16,121.15000000000003,0.0,0.0,0.0,7.49
18,GOVERNMENT,QUEENS,2024,6,570.98,0.13,90.90999999999998,0.0,0.0,0.0,-56.8
18,GOVERNMENT,QUEENS,2024,7,652.1700000000001,0.15,104.12,0.0,0.0,0.0,-4.56
18,GOVERNMENT,QUEENS,2024,8,882.9799999999999,0.21,147.23000000000002,0.0,0.0,0.0,-25.26
18,GOVERNMENT,QUEENS,2024,9,505.22,0.12,94.98,0.0,0.0,0.0,-15.94
18,GOVERNMENT,QUEENS,2024,10,636.56,0.15,100.88000000000001,0.0,0.0,0.0,19.07
18,GOVERNMENT,QUEENS,2024,11,889.97,0.21,146.38,0.0,0.0,0.0,37.17
18,GOVERNMENT,QUEENS,2024,12,736.6899999999999,0.17,134.63,0.0,0.0,0.0,-16.63
19,MIXED-USE,STATEN ISLAND,2022,1,602.1,0.14,104.52000000000001,0.0,0.0,0.0,
19,MIXED-USE,STATEN ISLAND,2022,2,515.18,0.12,85.2,0.0,0.0,0.0,
19,MIXED-USE,STATEN ISLAND,2022,3,684.5699999999998,0.16,118.38,0.0,0.0,0.0,
19,MIXED-USE,STATEN ISLAND,2022,4,568.25,0.13,101.86,0.0,0.0,0.0,
19,MIXED-USE,STATEN ISLAND,2022,5,410.38999999999993,0.1,65.92999999999999,0.0,0.0,0.0,
19,MIXED-USE,STATEN ISLAND,2022,6,507.37,0.12,88.35000000000001,0.0,0.0,0.0,
19,MIXED-USE,STATEN ISLAND,2022,7,643.6800000000001,0.15,112.79,0.0,0.0,0.0,
19,MIXED-USE,STATEN ISLAND,2022,8,742.2099999999998,0.17,131.32,0.0,0.0,0.0,
19,MIXED-USE,STATEN ISLAND,2022,9,581.6199999999999,0.14,104.92000000000002,0.0,0.0,0.0,
19,MIXED-USE,STATEN ISLAND,2022,10,762.36,0.18,137.49999999999997,0.0,0.0,0.0,
19,MIXED-USE,STATEN ISLAND,2022,11,852.69,0.2,148.0,0.0,0.0,0.0,
19,MIXED-USE,STATEN ISLAND,2022,12,648.72,0.15,117.58,0.0,0.0,0.0,
19,MIXED-USE,STATEN ISLAND,2023,1,615.64,0.14,98.78,0.0,0.0,0.0,2.25
19,MIXED-USE,STATEN ISLAND,2023,2,484.86999999999995,0.11,78.55000000000001,0.0,0.0,0.0,-5.88
19,MIXED-USE,STATEN ISLAND,2023,3,793.45,0.18,135.67,0.0,0.0,0.0,15.9
19,MIXED-USE,STATEN ISLAND,2023,4,501.64,0.12,84.9,0.0,0.0,0.0,-11.72
19,MIXED-USE,STATEN ISLAND,2023,5,484.36000000000007,0.11,80.60000000000001,0.0,0.0,0.0,18.02
19,MIXED-USE,STATEN ISLAND,2023,6,1125.46,0.26,190.21000000000004,0.0,0.0,0.0,121.82
19,MIXED-USE,STATEN ISLAND,2023,7,611.5899999999999,0.14,105.94,0.0,0.0,0.0,-4.99
19,MIXED-USE,STATEN ISLAND,2023,8,957.2,0.22,172.18,0.0,0.0,0.0,28.97
19,MIXED-USE,STATEN ISLAND,2023,9,524.4899999999999,0.12,86.91999999999999,0.0,0.0,0.0,-9.82
19,MIXED-USE,STATEN ISLAND,2023,10,382.39,0.09,69.01,0.0,0.0,0.0,-49.84
19,MIXED-USE,STATEN ISLAND,2023,11,452.28000000000003,0.11,72.97000000000001,0.0,0.0,0.0,-46.96
19,MIXED-USE,STATEN ISLAND,2023,12,715.6499999999999,0.17,118.32999999999998,0.0,0.0,0.0,10.32
19,MIXED-USE,STATEN ISLAND,2024,1,514.48,0.12,87.71000000000001,0.0,0.0,0.0,-16.43
19,MIXED-USE,STATEN ISLAND,2024,2,543.37,0.13,92.92,0.0,0.0,0.0,12.07
19,MIXED-USE,STATEN ISLAND,2024,3,519.5,0.12,90.86999999999999,0.0,0.0,0.0,-34.53
19,MIXED-USE,STATEN ISLAND,2024,4,475.47999999999996,0.11,81.2,0.0,0.0,0.0,-5.21
19,MIXED-USE,STATEN ISLAND,2024,5,552.8299999999999,0.13,99.95000000000002,0.0,0.0,0.0,14.14
19,MIXED-USE,STATEN ISLAND,2024,6,474.06,0.11,83.58999999999999,0.0,0.0,0.0,-57.88
19,MIXED-USE,STATEN ISLAND,2024,7,485.83,0.11,87.66,0.0,0.0,0.0,-20.56
19,MIXED-USE,STATEN ISLAND,2024,8,622.0500000000001,0.14,109.63000000000001,0.0,0.0,0.0,-35.01
19,MIXED-USE,STATEN ISLAND,2024,9,366.17,0.09,62.76,0.0,0.0,0.0,-30.19
19,MIXED-USE,STATEN ISLAND,2024,10,530.0,0.12,91.75999999999999,0.0,0.0,0.0,38.6
19,MIXED-USE,STATEN ISLAND,2024,11,712.83,0.17,122.60000000000001,0.0,0.0,0.0,57.61
19,MIXED-USE,STATEN ISLAND,2024,12,529.21,0.12,85.72,0.0,0.0,0.0,-26.05
20,RETAIL,BRONX,2022,1,1662.3999999999999,0.39,298.61,0.0,0.0,8.41,
20,RETAIL,BRONX,2022,2,1357.52,0.32,241.41999999999996,0.0,0.0,11.06,
20,RETAIL,BRONX,2022,3,1874.1800000000003,0.44,320.87,0.0,0.0,12.56,
20,RETAIL,BRONX,2022,4,1521.4599999999998,0.35,271.03999999999996,0.0,0.0,7.98,
20,RETAIL,BRONX,2022,5,1295.87,0.3,212.41,0.0,0.0,8.53,
20,RETAIL,BRONX,2022,6,770.8100000000001,0.18,130.4,0.0,0.0,8.62,
20,RETAIL,BRONX,2022,7,1627.01,0.38,278.22,0.0,0.0,8.85,
20,RETAIL,BRONX,2022,8,2076.01,0.48,338.72,0.0,0.0,9.91,
20,RETAIL,BRONX,2022,9,1637.54,0.38,257.67,0.0,0.0,7.32,
20,RETAIL,BRONX,2022,10,2079.99,0.48,359.27000000000004,0.0,0.0,11.06,
20,RETAIL,BRONX,2022,11,2255.38,0.53,408.21,0.0,0.0,11.22,
20,RETAIL,BRONX,2022,12,2277.44,0.53,389.5300000000001,0.0,0.0,7.11,
20,RETAIL,BRONX,2023,1,1709.8899999999999,0.4,294.77000000000004,0.0,0.0,9.43,2.86
20,RETAIL,BRONX,2023,2,1148.6399999999999,0.27,192.01,0.0,0.0,7.73,-15.39
20,RETAIL,BRONX,2023,3,2496.2500000000005,0.58,418.7,0.0,0.0,11.59,33.19
20,RETAIL,BRONX,2023,4,1103.39,0.26,171.24,0.0,0.0,8.84,-27.48
20,RETAIL,BRONX,2023,5,1271.65,0.3,217.56000000000003,0.0,0.0,9.14,-1.87
20,RETAIL,BRONX,2023,6,3535.4699999999993,0.82,639.49,0.0,0.0,11.18,358.67
20,RETAIL,BRONX,2023,7,2187.8100000000004,0.51,374.1499999999999,0.0,0.0,7.21,34.47
20,RETAIL,BRONX,2023,8,2782.21,0.65,479.41,0.0,0.0,11.24,34.02
20,RETAIL,BRONX,2023,9,1776.8,0.41,296.12,0.0,0.0,10.99,8.5
20,RETAIL,BRONX,2023,10,998.0600000000001,0.23,166.28000000000003,0.0,0.0,8.07,-52.02
20,RETAIL,BRONX,2023,11,1308.3600000000001,0.3,207.34,0.0,0.0,11.19,-41.99
20,RETAIL,BRONX,2023,12,1905.4599999999998,0.44,309.12999999999994,0.0,0.0,10.63,-16.33
20,RETAIL,BRONX,2024,1,1695.1999999999998,0.39,303.11,0.0,0.0,10.13,-0.86
20,RETAIL,BRONX,2024,2,1850.1800000000003,0.43,315.78999999999996,0.0,0.0,11.16,61.08
20,RETAIL,BRONX,2024,3,1379.87,0.32,234.76000000000002,0.0,0.0,9.62,-44.72
20,RETAIL,BRONX,2024,4,1299.1499999999999,0.3,213.9,0.0,0.0,8.44,17.74
20,RETAIL,BRONX,2024,5,1306.15,0.3,220.98999999999998,0.0,0.0,7.68,2.71
20,RETAIL,BRONX,2024,6,1638.1599999999999,0.38,258.51,0.0,0.0,12.08,-53.67
20,RETAIL,BRONX,2024,7,1858.82,0.43,317.40000000000003,0.0,0.0,9.05,-15.04
20,RETAIL,BRONX,2024,8,2287.27,0.53,357.69999999999993,0.0,0.0,10.08,-17.79
20,RETAIL,BRONX,2024,9,1076.4099999999999,0.25,175.23,0.0,0.0,7.01,-39.42
20,RETAIL,BRONX,2024,10,1265.1599999999999,0.29,215.72,0.0,0.0,10.92,26.76
20,RETAIL,BRONX,2024,11,2071.41,0.48,336.11,0.0,0.0,9.4,58.32
20,RETAIL,BRONX,2024,12,1602.7900000000002,0.37,244.01,0.0,0.0,12.14,-15.88
21,COMMERCIAL OFFICE,STATEN ISLAND,2022,1,1747.5500000000002,0.41,296.36000000000007,0.0,0.0,11.42,
21,COMMERCIAL OFFICE,STATEN ISLAND,2022,2,1352.79,0.32,233.93,0.0,0.0,8.24,
21,COMMERCIAL OFFICE,STATEN ISLAND,2022,3,1956.2400000000002,0.46,349.81,0.0,0.0,9.19,
21,COMMERCIAL OFFICE,STATEN ISLAND,2022,4,1537.0600000000002,0.36,246.74999999999997,0.0,0.0,10.36,
21,COMMERCIAL OFFICE,STATEN ISLAND,2022,5,1026.43,0.24,162.44,0.0,0.0,10.14,
21,COMMERCIAL OFFICE,STATEN ISLAND,2022,6,1355.0700000000002,0.32,218.70999999999998,0.0,0.0,13.17,
21,COMMERCIAL OFFICE,STATEN ISLAND,2022,7,1424.43,0.33,248.02999999999997,0.0,0.0,7.64,
21,COMMERCIAL OFFICE,STATEN ISLAND,2022,8,1795.81,0.42,307.71,0.0,0.0,11.18,
21,COMMERCIAL OFFICE,STATEN ISLAND,2022,9,1709.1499999999999,0.4,265.84999999999997,0.0,0.0,10.49,
21,COMMERCIAL OFFICE,STATEN ISLAND,2022,10,1304.6399999999999,0.3,219.61000000000004,0.0,0.0,10.39,
21,COMMERCIAL OFFICE,STATEN ISLAND,2022,11,1983.24,0.46,326.46,0.0,0.0,12.26,
21,COMMERCIAL OFFICE,STATEN ISLAND,2022,12,1863.41,0.43,314.81000000000006,0.0,0.0,7.17,
21,COMMERCIAL OFFICE,STATEN ISLAND,2023,1,1670.3799999999999,0.39,282.35,0.0,0.0,8.44,-4.42
21,COMMERCIAL OFFICE,STATEN ISLAND,2023,2,1023.08,0.24,180.39,0.0,0.0,12.86,-24.37
21,COMMERCIAL OFFICE,STATEN ISLAND,2023,3,2043.53,0.48,357.02000000000004,0.0,0.0,10.47,4.46
21,COMMERCIAL OFFICE,STATEN ISLAND,2023,4,1334.77,0.31,246.07,0.0,0.0,10.12,-13.16
21,COMMERCIAL OFFICE,STATEN ISLAND,2023,5,1329.27,0.31,201.11,0.0,0.0,10.17,29.5
21,COMMERCIAL OFFICE,STATEN ISLAND,2023,6,2738.43,0.64,437.80000000000007,0.0,0.0,12.15,102.09
21,COMMERCIAL OFFICE,STATEN ISLAND,2023,7,1669.0100000000002,0.39,283.26,0.0,0.0,8.94,17.17
21,COMMERCIAL OFFICE,STATEN ISLAND,2023,8,2095.49,0.49,335.18000000000006,0.0,0.0,8.93,16.69
21,COMMERCIAL OFFICE,STATEN ISLAND,2023,9,1303.88,0.3,209.78,0.0,0.0,10.77,-23.71
21,COMMERCIAL OFFICE,STATEN ISLAND,2023,10,1059.26,0.25,178.62,0.0,0.0,11.01,-18.81
21,COMMERCIAL OFFICE,STATEN ISLAND,2023,11,1211.1200000000001,0.28,210.48999999999998,0.0,0.0,10.06,-38.93
21,COMMERCIAL OFFICE,STATEN ISLAND,2023,12,1881.4399999999998,0.44,311.02000000000004,0.0,0.0,11.47,0.97
21,COMMERCIAL OFFICE,STATEN ISLAND,2024,1,1579.7900000000002,0.37,270.42,0.0,0.0,11.95,-5.42
21,COMMERCIAL OFFICE,STATEN ISLAND,2024,2,1524.46,0.36,262.76,0.0,0.0,9.26,49.01
21,COMMERCIAL OFFICE,STATEN ISLAND,2024,3,1229.5200000000002,0.29,213.0,0.0,0.0,12.14,-39.83
21,COMMERCIAL OFFICE,STATEN ISLAND,2024,4,1192.8999999999999,0.28,194.21,0.0,0.0,8.58,-10.63
21,COMMERCIAL OFFICE,STATEN ISLAND,2024,5,1435.04,0.33,243.08,0.0,0.0,9.91,7.96
21,COMMERCIAL OFFICE,STATEN ISLAND,2024,6,1332.9199999999998,0.31,230.85,0.0,0.0,10.63,-51.33
21,COMMERCIAL OFFICE,STATEN ISLAND,2024,7,1599.3200000000002,0.37,282.9700000000001,0.0,0.0,11.6,-4.18
21,COMMERCIAL OFFICE,STATEN ISLAND,2024,8,1731.4,0.4,292.84,0.0,0.0,8.73,-17.37
21,COMMERCIAL OFFICE,STATEN ISLAND,2024,9,970.3600000000001,0.23,179.69,0.0,0.0,10.88,-25.58
21,COMMERCIAL OFFICE,STATEN ISLAND,2024,10,1231.91,0.29,205.67000000000002,0.0,0.0,10.58,16.3
21,COMMERCIAL OFFICE,STATEN ISLAND,2024,11,2015.0,0.47,334.61,0.0,0.0,9.98,66.37
21,COMMERCIAL OFFICE,STATEN ISLAND,2024,12,1471.8200000000002,0.34,238.77,0.0,0.0,10.76,-21.77
22,GOVERNMENT,BRONX,2022,1,391.35,0.09,68.89,0.0,0.0,0.0,
22,GOVERNMENT,BRONX,2022,2,347.55,0.08,60.14000000000001,0.0,0.0,0.0,
22,GOVERNMENT,BRONX,2022,3,461.22999999999996,0.11,80.62,0.0,0.0,0.0,
22,GOVERNMENT,BRONX,2022,4,351.09,0.08,54.080000000000005,0.0,0.0,0.0,
22,GOVERNMENT,BRONX,2022,5,272.49,0.06,47.75,0.0,0.0,0.0,
22,GOVERNMENT,BRONX,2022,6,339.85,0.08,56.760000000000005,0.0,0.0,0.0,
22,GOVERNMENT,BRONX,2022,7,240.45999999999998,0.06,42.56999999999999,0.0,0.0,0.0,
22,GOVERNMENT,BRONX,2022,8,345.23,0.08,57.209999999999994,0.0,0.0,0.0,
22,GOVERNMENT,BRONX,2022,9,333.6,0.08,61.769999999999996,0.0,0.0,0.0,
22,GOVERNMENT,BRONX,2022,10,452.93000000000006,0.11,82.84,0.0,0.0,0.0,
22,GOVERNMENT,BRONX,2022,11,563.0799999999999,0.13,92.55999999999999,0.0,0.0,0.0,
22,GOVERNMENT,BRONX,2022,12,480.13000000000005,0.11,76.86,0.0,0.0,0.0,
22,GOVERNMENT,BRONX,2023,1,364.75000000000006,0.08,57.93,0.0,0.0,0.0,-6.8
22,GOVERNMENT,BRONX,2023,2,244.25,0.06,40.74,0.0,0.0,0.0,-29.72
22,GOVERNMENT,BRONX,2023,3,521.2900000000001,0.12,84.47,0.0,0.0,0.0,13.02
22,GOVERNMENT,BRONX,2023,4,270.54,0.06,49.660000000000004,0.0,0.0,0.0,-22.94
22,GOVERNMENT,BRONX,2023,5,284.8,0.07,51.02,0.0,0.0,0.0,4.52
22,GOVERNMENT,BRONX,2023,6,602.1899999999999,0.14,105.11999999999999,0.0,0.0,0.0,77.19
22,GOVERNMENT,BRONX,2023,7,447.24,0.1,69.99,0.0,0.0,0.0,85.99
22,GOVERNMENT,BRONX,2023,8,555.0100000000001,0.13,95.25999999999998,0.0,0.0,0.0,60.77
22,GOVERNMENT,BRONX,2023,9,253.97,0.06,43.349999999999994,0.0,0.0,0.0,-23.87
22,GOVERNMENT,BRONX,2023,10,244.84999999999997,0.06,39.16,0.0,0.0,0.0,-45.94
22,GOVERNMENT,BRONX,2023,11,308.2900000000001,0.07,52.300000000000004,0.0,0.0,0.0,-45.25
22,GOVERNMENT,BRONX,2023,12,428.18000000000006,0.1,73.34,0.0,0.0,0.0,-10.82
22,GOVERNMENT,BRONX,2024,1,388.87,0.09,62.2,0.0,0.0,0.0,6.61
22,GOVERNMENT,BRONX,2024,2,440.09999999999997,0.1,74.77000000000001,0.0,0.0,0.0,80.18
22,GOVERNMENT,BRONX,2024,3,304.6,0.07,54.23,0.0,0.0,0.0,-41.57
22,GOVERNMENT,BRONX,2024,4,273.35,0.06,46.72,0.0,0.0,0.0,1.04
22,GOVERNMENT,BRONX,2024,5,290.37,0.07,45.199999999999996,0.0,0.0,0.0,1.96
22,GOVERNMENT,BRONX,2024,6,302.44000000000005,0.07,50.84,0.0,0.0,0.0,-49.78
22,GOVERNMENT,BRONX,2024,7,250.86,0.06,43.99,0.0,0.0,0.0,-43.91
22,GOVERNMENT,BRONX,2024,8,442.5899999999999,0.1,73.37,0.0,0.0,0.0,-20.26
22,GOVERNMENT,BRONX,2024,9,182.4,0.04,25.37,0.0,0.0,0.0,-28.18
22,GOVERNMENT,BRONX,2024,10,335.89000000000004,0.08,61.81999999999999,0.0,0.0,0.0,37.18
22,GOVERNMENT,BRONX,2024,11,448.27000000000004,0.1,75.22999999999999,0.0,0.0,0.0,45.41
22,GOVERNMENT,BRONX,2024,12,314.25999999999993,0.07,59.65,0.0,0.0,0.0,-26.61
23,GOVERNMENT,BROOKLYN,2022,1,995.4699999999999,0.23,169.99999999999997,0.0,0.0,0.0,
23,GOVERNMENT,BROOKLYN,2022,2,733.85,0.17,127.02,0.0,0.0,0.0,
23,GOVERNMENT,BROOKLYN,2022,3,1133.81,0.26,187.18,0.0,0.0,0.0,
23,GOVERNMENT,BROOKLYN,2022,4,972.1500000000001,0.23,166.52999999999997,0.0,0.0,0.0,
23,GOVERNMENT,BROOKLYN,2022,5,689.7399999999998,0.16,116.09000000000002,0.0,0.0,0.0,
23,GOVERNMENT,BROOKLYN,2022,6,868.0100000000001,0.2,149.13,0.0,0.0,0.0,
23,GOVERNMENT,BROOKLYN,2022,7,917.25,0.21,150.32999999999998,0.0,0.0,0.0,
23,GOVERNMENT,BROOKLYN,2022,8,1166.3100000000002,0.27,219.68999999999997,0.0,0.0,0.0,
23,GOVERNMENT,BROOKLYN,2022,9,929.5699999999999,0.22,154.68,0.0,0.0,0.0,
23,GOVERNMENT,BROOKLYN,2022,10,1085.3799999999999,0.25,188.14000000000001,0.0,0.0,0.0,
23,GOVERNMENT,BROOKLYN,2022,11,1205.23,0.28,214.55,0.0,0.0,0.0,
23,GOVERNMENT,BROOKLYN,2022,12,1084.3999999999999,0.25,176.04000000000002,0.0,0.0,0.0,
23,GOVERNMENT,BROOKLYN,2023,1,835.5899999999999,0.19,141.47,0.0,0.0,0.0,-16.06
23,GOVERNMENT,BROOKLYN,2023,2,783.1999999999999,0.18,131.68,0.0,0.0,0.0,6.72
23,GOVERNMENT,BROOKLYN,2023,3,1211.7399999999998,0.28,217.73999999999998,0.0,0.0,0.0,6.87
23,GOVERNMENT,BROOKLYN,2023,4,793.38,0.18,127.43,0.0,0.0,0.0,-18.39
23,GOVERNMENT,BROOKLYN,2023,5,791.7,0.18,129.34,0.0,0.0,0.0,14.78
23,GOVERNMENT,BROOKLYN,2023,6,1781.95,0.42,290.6599999999999,0.0,0.0,0.0,105.29
23,GOVERNMENT,BROOKLYN,2023,7,1039.09,0.24,187.28,0.0,0.0,0.0,13.28
23,GOVERNMENT,BROOKLYN,2023,8,1291.8600000000001,0.3,229.55999999999997,0.0,0.0,0.0,10.76
23,GOVERNMENT,BROOKLYN,2023,9,915.4699999999999,0.21,162.85,0.0,0.0,0.0,-1.52
23,GOVERNMENT,BROOKLYN,2023,10,652.8100000000001,0.15,112.17999999999999,0.0,0.0,0.0,-39.85
23,GOVERNMENT,BROOKLYN,2023,11,782.3,0.18,129.51,0.0,0.0,0.0,-35.09
23,GOVERNMENT,BROOKLYN,2023,12,1093.2900000000002,0.25,183.66,0.0,0.0,0.0,0.82
23,GOVERNMENT,BROOKLYN,2024,1,426.40999999999997,0.1,79.5,0.0,0.0,0.0,-48.97
23,GOVERNMENT,BROOKLYN,2024,2,1042.1100000000001,0.24,157.13,0.0,0.0,0.0,33.06
23,GOVERNMENT,BROOKLYN,2024,3,740.0100000000001,0.17,120.11000000000001,0.0,0.0,0.0,-38.93
23,GOVERNMENT,BROOKLYN,2024,4,664.31,0.15,121.55000000000001,0.0,0.0,0.0,-16.27
23,GOVERNMENT,BROOKLYN,2024,5,694.1800000000001,0.16,114.01,0.0,0.0,0.0,-12.32
23,GOVERNMENT,BROOKLYN,2024,6,802.98,0.19,139.64000000000001,0.0,0.0,0.0,-54.94
23,GOVERNMENT,BROOKLYN,2024,7,786.4899999999999,0.18,138.12,0.0,0.0,0.0,-24.31
23,GOVERNMENT,BROOKLYN,2024,8,991.9800000000001,0.23,171.31000000000003,0.0,0.0,0.0,-23.21
23,GOVERNMENT,BROOKLYN,2024,9,548.28,0.13,88.39,0.0,0.0,0.0,-40.11
23,GOVERNMENT,BROOKLYN,2024,10,782.79,0.18,132.93,0.0,0.0,0.0,19.91
23,GOVERNMENT,BROOKLYN,2024,11,1135.78,0.26,200.94,0.0,0.0,0.0,45.18
23,GOVERNMENT,BROOKLYN,2024,12,778.73,0.18,137.57,0.0,0.0,0.0,-28.77
24,INDUSTRIAL,MANHATTAN,2022,1,290.81000000000006,0.07,52.06,0.0,0.0,0.0,
24,INDUSTRIAL,MANHATTAN,2022,2,236.92000000000002,0.06,40.88,0.0,0.0,0.0,
24,INDUSTRIAL,MANHATTAN,2022,3,373.62,0.09,59.53999999999999,0.0,0.0,0.0,
24,INDUSTRIAL,MANHATTAN,2022,4,242.98000000000002,0.06,42.23,0.0,0.0,0.0,
24,INDUSTRIAL,MANHATTAN,2022,5,228.48999999999998,0.05,42.290000000000006,0.0,0.0,0.0,
24,INDUSTRIAL,MANHATTAN,2022,6,232.56,0.05,38.93000000000001,0.0,0.0,0.0,
24,INDUSTRIAL,MANHATTAN,2022,7,273.76,0.06,45.5,0.0,0.0,0.0,
24,INDUSTRIAL,MANHATTAN,2022,8,339.78999999999996,0.08,57.32,0.0,0.0,0.0,
24,INDUSTRIAL,MANHATTAN,2022,9,291.16,0.07,46.51,0.0,0.0,0.0,
24,INDUSTRIAL,MANHATTAN,2022,10,359.94999999999993,0.08,61.56,0.0,0.0,0.0,
